ID,Artist,Title,Year,MP3 Avaliable,Link,Style-Katie,Notes,Superlike,Random,filename,mp3s,wav
2614,Erroll Garner Trio,How High The Moon,1950.0,Online,http://www.jazz-on-line.com/a/mp5c/COLCO44425.mp3,None,too complex,,1108,2614-None,2614-None.mp3,
2599,Charlie Barnet's Orchestra,The Sergeant Was Shy,1946.0,Online,http://www.jazz-on-line.com/a/2015/DH498384.mp3,Balboa,,,1840,2599-Balboa,2599-Balboa.mp3,
2551,Germaine Sablon Acc By Michel Warlop And His Orchestra,J'ai Besoin De Toi,1934.0,Online,http://www.jazz-on-line.com/a/2c17/DV506705.mp3,None,singing,,1854,2551-None,2551-None.mp3,
2814,Teresa Brewer Feat. Jack Pleis Orchestra,Bell Bottom Blues,1954.0,Online,http://www.jazz-on-line.com/a/mp3z/1954_119.mp3,Lindy,not great,,2346,2814-Lindy,2814-Lindy.mp3,
2193,Charlie Barnet And His Orchestra,Southland Shuffle,1940.0,Online,http://www.jazz-on-line.com/a/mp4c/BLU046059.mp3,Lindy,,,2309,2193-Lindy,2193-Lindy.mp3,
2276,Jerry Murad And The Harmonicats,Dance Of The Comedians,1949.0,Online,http://www.jazz-on-line.com/a/mp3h/DAN478326.mp3,None,too fast,,2317,2276-None,2276-None.mp3,
2609,Blind Blake,Hookworm Blues,1929.0,Online,http://www.jazz-on-line.com/a/_inc/MA495606.mp3,Blues,delta,,2617,2609-Blues,2609-Blues.mp3,
2460,Ink Spots,If I Didn't Care,1939.0,Online,http://www.jazz-on-line.com/a/mp3y/1939_037.mp3,None,singing,,1927,2460-None,2460-None.mp3,
2619,Count Basie And His Orchestra,Don't You Miss Your Baby (Vjr),1937.0,Online,http://www.jazz-on-line.com/a/mp4c/DEC62684.mp3,Lindy,,,2941,2619-Lindy,2619-Lindy.mp3,
2823,Bing Crosby,Round Up Lullaby,1936.0,Online,http://www.jazz-on-line.com/a/mp3e/DECDLA437-A.mp3,None,musical,,1362,2823-None,2823-None.mp3,
2754,Hubert Rostaing-Aime Barelli Et Leur Orchestre,"Oui, C'est Ça",1940.0,Online,http://www.jazz-on-line.com/a/mp3d/SWIOSW-144-1.mp3,Balboa,,,1812,2754-Balboa,2754-Balboa.mp3,
2832,Glenn Miller And His Orchestra,The White Cliffs Of Dover,1941.0,Online,http://www.jazz-on-line.com/a/mp3r/RiBLU11397-A.mp3,None,other,,940,2832-None,2832-None.mp3,
1678,Louis Jordan & His Tympany Five,That Chick's Too Young To Fry,1946.0,Online,http://www.jazz-on-line.com/a/mp3a/DEC23610x.mp3,Lindy,,,1227,1678-Lindy,1678-Lindy.mp3,
2225,Tony Bennett With Percy Faith And His Orchestra,Not As A Stranger,1954.0,Online,http://www.jazz-on-line.com/a/mp3z/1954_283.mp3,None,singing,,2972,2225-None,2225-None.mp3,
1833,Nat Shilkret And His Orchestra,Lonesome Little Doll,1929.0,Online,http://www.jazz-on-line.com/a/2c17/BB506162.mp3,None,"quality, musical",,694,1833-None,1833-None.mp3,
2794,Ralph Flanagan & His Orchestra,The American Patrol Mambo,1954.0,Online,http://www.jazz-on-line.com/a/mp3b/RCAE4VB-5592.mp3,None,latin,,2902,2794-None,2794-None.mp3,
1844,Gene Autry,There'll Never Be Another Pal Like You,1940.0,Online,http://www.jazz-on-line.com/a/mp3r/RiOke6239.mp3,None,singing,,1497,1844-None,1844-None.mp3,
2635,Ahmad Jamal Trio,But Not For Me,1958.0,Online,http://www.jazz-on-line.com/a/_inc/TS490540.mp3,None,too complex,,1803,2635-None,2635-None.mp3,
1418,Tony Pastor And His Orchestra,"Sioux City Sue Vtony Pastor, Stubby Pastor, Ens",1946.0,Online,http://www.jazz-on-line.com/a/mp3z/1946_138.mp3,None,musical,,2279,1418-None,1418-None.mp3,
2674,Ella Fitzgerald,St. Louis Blues,1958.0,Online,http://www.jazz-on-line.com/a/mp3t/TS481216.mp3,Blues,slow swing,,2192,2674-Blues,2674-Blues.mp3,
1917,Nick Lucas,I'm Looking Over A Four Leaf Clover,1927.0,Online,http://www.jazz-on-line.com/a/mp3b/BRU21305.mp3,None,country,,2706,1917-None,1917-None.mp3,
2601,Jerry Lee Lewis & His Band,It All Depends,1958.0,Online,http://www.jazz-on-line.com/a/_inc/DH495029.mp3,None,pop,,1647,2601-None,2601-None.mp3,
2764,Benny Goodman And His Orchestra,Tis Autumn,1941.0,Online,http://www.jazz-on-line.com/a/mp3e/Col031655-1.mp3,None,not great,,275,2764-None,2764-None.mp3,
2715,Artie Shaw,"It's A Long, Long Way To Tipperary",1937.0,Online,http://www.jazz-on-line.com/a/mp5c/BRU21710-1.mp3,Balboa,,,254,2715-Balboa,2715-Balboa.mp3,
2996,Stan Kenton's Orchestra,Lament,1947.0,Online,http://www.jazz-on-line.com/a/_inc/DH490409.mp3,None,too slow,,1363,2996-None,2996-None.mp3,
2730,Tommy Dorsey And His Orchestra,Hymn To The Sun,1937.0,Online,http://www.jazz-on-line.com/a/mp5c/VIC010566.mp3,Lindy,,,2371,2730-Lindy,2730-Lindy.mp3,
2180,Cootie Williams And His Orchestra,Mood For Coot,1945.0,Online,http://www.jazz-on-line.com/a/2016/CA500085.mp3,None,too slow,,2466,2180-None,2180-None.mp3,
2019,Julian 'cannonball' Adderley With Richard Hayman's Orchestra,Falling In Love With Love,1955.0,Online,http://www.jazz-on-line.com/a/_inc/DH494847.mp3,None,too complex,,1177,2019-None,2019-None.mp3,
2048,Ruth Etting,In The Chapel In The Moonlight,1937.0,Online,http://www.jazz-on-line.com/a/mp3y/1937_363.mp3,None,other,,1242,2048-None,2048-None.mp3,
2284,Savannah Churchill And Her Ochestra,All Alone,1945.0,Online,http://www.jazz-on-line.com/a/mp3b/ManW-1261-W.mp3,None,other,,2881,2284-None,2284-None.mp3,
2989,Artie Shaw And His Orchestra,I Got The Sun In The Morning,1946.0,Online,http://www.jazz-on-line.com/a/mp3z/1946_234.mp3,Lindy,,,36,2989-Lindy,2989-Lindy.mp3,
2397,Earl Hines And His Orchestra,Grand Terrace Shuffle,1939.0,Online,http://www.jazz-on-line.com/a/mp3a/BLU038258.mp3,Balboa,,,2568,2397-Balboa,2397-Balboa.mp3,
2436,B.A.Rolfe Palais D'or,It Was Only A Sunshower,1927.0,Online,http://www.jazz-on-line.com/a/mp3o/EDI11881.mp3,Charleston,,,1475,2436-Charleston,2436-Charleston.mp3,
2441,Quintette du Hot Club de France,Appel Indirect,1938.0,Online,http://www.jazz-on-line.com/a/mp3d/DEC4213hpp.mp3,Balboa,,,199,2441-Balboa,2441-Balboa.mp3,
1941,Bing Crosby - J.S.Trotter,The Moon Got In My Eyes,1937.0,Online,http://www.jazz-on-line.com/a/mp3a/DECDLA831.mp3,None,musical,,2057,1941-None,1941-None.mp3,
2857,Tommy Dorsey And His Orchestra,There's Frost On The Moon,1936.0,Online,http://www.jazz-on-line.com/a/mp4c/VIC03248.mp3,Lindy,,,1067,2857-Lindy,2857-Lindy.mp3,
2371,Patti Page With Jack Rael's Orchestra,Sometimes I'm Happy,1959.0,Online,http://www.jazz-on-line.com/a/2016/DH501620.mp3,Lindy,,,716,2371-Lindy,2371-Lindy.mp3,
1675,Charlie Barnet And His Orchestra,"So Far, So Good (V M. Mc Call)",1940.0,Online,http://www.jazz-on-line.com/a/mp4c/BLU047018.mp3,Lindy,,,2744,1675-Lindy,1675-Lindy.mp3,
2641,Cliff Bruner's Texas Wanderers,Is This A Dream,1939.0,Online,http://www.jazz-on-line.com/a/mp3b/DEC65114.mp3,Blues,quality,,2929,2641-Blues,2641-Blues.mp3,
1930,Lennie Tristano Trio,Air Pocket,1947.0,Online,http://www.jazz-on-line.com/a/mp3t/TS485824.mp3,None,too complex,,2040,1930-None,1930-None.mp3,
2038,King Cole Trio,Baby Won't You Please Come Home,1944.0,Online,http://www.jazz-on-line.com/a/2b17/BB507894.mp3,Lindy,,,2463,2038-Lindy,2038-Lindy.mp3,
1878,Cliff Edwards,"Just You, Just Me",1929.0,Online,http://www.jazz-on-line.com/a/mp3x/1929_157.mp3,None,singing,,2110,1878-None,1878-None.mp3,
1926,Willie Lewis And His Entertainers - Music for gymnastic lessons: ''La Culture Physique'' de ''Votre,Lambeth Walk,1938.0,Online,http://www.jazz-on-line.com/a/2014/CH496421.mp3,None,talking,,2592,1926-None,1926-None.mp3,
2062,Carroll Gibbons And The Savoy Hotel Orpheans,Can't Get Out Of This Mood (V Edna Kaye),1943.0,Online,http://www.jazz-on-line.com/a/mp3b/Joh126.mp3,None,too slow,,498,2062-None,2062-None.mp3,
2800,Boots And His Buddies,I Love You Truly,1935.0,Online,http://www.jazz-on-line.com/a/mp3b/BLU94525.mp3,Balboa,,,96,2800-Balboa,2800-Balboa.mp3,
2895,Hi-Flyers,You're The One I Care For,1937.0,Online,http://www.jazz-on-line.com/a/mp3a/VOCDAL296.mp3,Balboa,quality,,2242,2895-Balboa,2895-Balboa.mp3,
2652,Teddy Wilson And His Orchestra,I'll Get By,1937.0,Online,http://www.jazz-on-line.com/a/mp3a/COLB21119.mp3,Lindy,,,1722,2652-Lindy,2652-Lindy.mp3,
2307,Glenn Miller And His Orchestra,A Blues Serenade,1935.0,Online,http://www.jazz-on-line.com/a/2014/Col17379-1.mp3,None,musical,,886,2307-None,2307-None.mp3,
2334,Nick Lucas,Tip-Toe Thru' The Tulips With Me,1929.0,Online,http://www.jazz-on-line.com/a/mp3a/BRULAE498.mp3,None,singing,,1531,2334-None,2334-None.mp3,
2231,Miles Davis All Stars,Tempus Fugit,1953.0,Online,http://www.jazz-on-line.com/a/mp3t/TS480950.mp3,None,too complex,,2315,2231-None,2231-None.mp3,
2135,Lou Steele And His Orchestra,Washington And Me Swing [Tiger Rag] 13 Feb 1928,1928.0,Online,http://www.jazz-on-line.com/a/2b17/HA508457.mp3,None,"quality, musical",,436,2135-None,2135-None.mp3,
2779,Shep Fields And His Rippling Rhythm Orchestra Feat. V/bob Goday,This Year's Kisses,1936.0,Online,http://www.jazz-on-line.com/a/mp3y/1937_083.mp3,Lindy,not great,,1194,2779-Lindy,2779-Lindy.mp3,
2035,Frank Sinatra,People Will Say We're In Love,1943.0,Online,http://www.jazz-on-line.com/a/mp3y/1943_036.mp3,None,too slow,,2328,2035-None,2035-None.mp3,
1874,Raymond Scott And His Orchestra,Dinner Music For A Pack Of Hungry Cannibals,1937.0,Online,http://www.jazz-on-line.com/a/mp3y/1937_108.mp3,None,too complex,,2637,1874-None,1874-None.mp3,
2268,Tommy Dorsey's Orchestra With Stuart Foster,The Old Piano Tuner,1947.0,Online,http://www.jazz-on-line.com/a/_inc/DH494154.mp3,None,too slow,,2121,2268-None,2268-None.mp3,
2500,Gene Ammons Sextet,Jeet Jet,1947.0,Online,http://www.jazz-on-line.com/a/mp5c/MER1332.mp3,None,too complex,,2029,2500-None,2500-None.mp3,
1303,Benny Goodman Sextet,Soft Winds,1939.0,Online,http://www.jazz-on-line.com/a/mp3t/TS487137.mp3,Lindy,,,1794,1303-Lindy,1303-Lindy.mp3,
2082,Barbecue Joe And His Hot Dogs,Tin Roof Blues,1930.0,Online,http://www.jazz-on-line.com/a/2015/CL498791.mp3,Blues,traditional,,756,2082-Blues,2082-Blues.mp3,
2638,Fontane Sisters Feat. Mitchell Ayres' Orchestra,"Cold, Cold Heart",1951.0,Online,http://www.jazz-on-line.com/a/mp3z/1951_133.mp3,None,too slow,,2734,2638-None,2638-None.mp3,
2788,Claude Hopkins And His Orchestra,Trees (Vorlando Robertson),1935.0,Online,http://www.jazz-on-line.com/a/mp3o/DEC39320.mp3,None,too slow,,2617,2788-None,2788-None.mp3,
2999,Stuff Smith And His Orchestra,My Thoughts,1938.0,Online,http://www.jazz-on-line.com/a/mp5c/MonUS7793-2.mp3,None,too slow,,2950,2999-None,2999-None.mp3,
2584,Bill 'jazz' Gillum,Mule Blues,1938.0,Online,http://www.jazz-on-line.com/a/mp3a/BLU030822.mp3,Blues,traditional,,2647,2584-Blues,2584-Blues.mp3,
2751,Dunn's Original Jazz Hounds,What's The Use Of Being Alone ?,1928.0,Online,http://www.jazz-on-line.com/a/2016/BB502308.mp3,Shag,,,41,2751-Shag,2751-Shag.mp3,
2372,"Toots Thielemans-Hca, Dick Hyman-Org",Dynamite,1952.0,Online,http://www.jazz-on-line.com/a/2c17/DV506903.mp3,Balboa,not great,,1197,2372-Balboa,2372-Balboa.mp3,
2213,Guy Lombardo,Crying For The Carolines,1930.0,Online,http://www.jazz-on-line.com/a/mp3x/1930_072.mp3,Blues,"slow swing, quality",,1278,2213-Blues,2213-Blues.mp3,
2902,Lew Douglas And His Orchestra; Vocal By Bill Bailey,Turn Around Boy,1954.0,Online,http://www.jazz-on-line.com/a/mp3z/1954_280.mp3,None,musical,,425,2902-None,2902-None.mp3,
1887,Joe Haymes And His Orchestra,My Heart's In The Right Place,1935.0,Online,http://www.jazz-on-line.com/a/2b17/AR509728.mp3,None,other,,1248,1887-None,1887-None.mp3,
2988,Fletcher Henderson And His Orchestra,Some Of These Days,1927.0,Online,http://www.jazz-on-line.com/a/mp5c/VOCE4397.mp3,Charleston,,,1910,2988-Charleston,2988-Charleston.mp3,
2027,Billie Holiday,I Wished On The Moon,1955.0,Online,http://www.jazz-on-line.com/a/mp3t/TS484560.mp3,None,too complex,,1404,2027-None,2027-None.mp3,
1611,Ernie Royal And His Princes,That's It,1950.0,Online,http://www.jazz-on-line.com/a/2016/Cl500919.mp3,None,too complex,,1903,1611-None,1611-None.mp3,
2924,Harlan Leonard And His Rockets,Please Don't Squabble,1940.0,Online,http://www.jazz-on-line.com/a/mp5c/BLU053210.mp3,Lindy,,,1008,2924-Lindy,2924-Lindy.mp3,
2086,Tommy Dorsey And His Orchestra,Aren't You Glad You're You?,1946.0,Online,http://www.jazz-on-line.com/a/mp3z/1946_204.mp3,None,singing,,1544,2086-None,2086-None.mp3,
2186,Frankie Laine,Mermaid,1952.0,Online,http://www.jazz-on-line.com/a/mp3z/1952_257.mp3,None,musical,,1596,2186-None,2186-None.mp3,
2483,Red Nichols And His Five Pennies,I've Found A New Baby,1950.0,Online,http://www.jazz-on-line.com/a/2b17/HA508365.mp3,Shag,,,2398,2483-Shag,2483-Shag.mp3,
1842,Wynonie Harris Acc By The Hamp-Tone All Stars,"Hey! Ba-Ba-Re-Bop, Pt. 2",1945.0,Online,http://www.jazz-on-line.com/a/2015/CL499568.mp3,Lindy,not great,,2975,1842-Lindy,1842-Lindy.mp3,
2915,Benny Goodman Trio,Silhouetted In The Moonlight,1937.0,Online,http://www.jazz-on-line.com/a/mp3a/VIC015576.mp3,Lindy,singing,"Yes! - I know the song, just not this version",2207,2915-Lindy,2915-Lindy.mp3,
2141,Al Goodman And His Orchestra,"Just You, Just Me",1929.0,Online,http://www.jazz-on-line.com/a/mp3e/BRUE30617-8.mp3,Lindy,,Yes! - One of my favorites,343,2141-Lindy,2141-Lindy.mp3,
2337,Ray Conniff's Orchestra & Chorus,Lullaby Of Birdland,1958.0,Online,http://www.jazz-on-line.com/a/2016/DH501698.mp3,Blues,slow swing,,1174,2337-Blues,2337-Blues.mp3,
2282,Memphis Minnie And Kansas Joe,I'm Talking About You,1930.0,Online,http://www.jazz-on-line.com/a/2016/Me500877.mp3,Blues,delta quality,,1621,2282-Blues,2282-Blues.mp3,
2900,Buck Clayton's Big Four,It's Dizzy,1946.0,Online,http://www.jazz-on-line.com/a/2014/CL497072.mp3,None,too complex,,2878,2900-None,2900-None.mp3,
2464,The Alabama Washboard Stompers,Pig Meat Stomp,1930.0,Online,http://www.jazz-on-line.com/a/2b17/HA509440.mp3,Balboa,,,1800,2464-Balboa,2464-Balboa.mp3,
2758,Cab Calloway And His Orchestra,F.D.R. Jones,1938.0,Online,http://www.jazz-on-line.com/a/mp3d/VocM-908-1.mp3,Balboa,quality,,2316,2758-Balboa,2758-Balboa.mp3,
2765,Joe Candullo And His Orchestra,Phantom Blues,1927.0,Online,http://www.jazz-on-line.com/a/2015/CA499750.mp3,Shag,,,2280,2765-Shag,2765-Shag.mp3,
2646,Carroll Gibbons Orch,Christmas Day,1926.0,Online,http://www.jazz-on-line.com/a/2b17/DV510508.mp3,None,musical,,1270,2646-None,2646-None.mp3,
2571,Fats Waller And His Rhythm,More Power To You,1937.0,Online,http://www.jazz-on-line.com/a/mp4c/VIC013351.mp3,Blues,slow swing,,633,2571-Blues,2571-Blues.mp3,
2962,Una Mae Carlisle,I'm Tryin',1942.0,Online,http://www.jazz-on-line.com/a/mp5c/BLU071910-1.mp3,Blues,slow swing,,1375,2962-Blues,2962-Blues.mp3,
2072,Ben Bernie And His Orchestra,I'd Love To Meet That Old Sweetheart Of Mine,1926.0,Online,http://www.jazz-on-line.com/a/mp3h/DH487213.mp3,None,quality,,2357,2072-None,2072-None.mp3,
2123,Luis Russell And His Burning Eight,Savoy Shout,1929.0,Online,http://www.jazz-on-line.com/a/2014/Oke401532-A.mp3,Charleston,,,816,2123-Charleston,2123-Charleston.mp3,
2363,Graeme Bell's Dixieland Band,Alma Street Requiem,1945.0,Online,http://www.jazz-on-line.com/a/2b17/HA507516.mp3,Blues,"quality, slow drag",,2854,2363-Blues,2363-Blues.mp3,
2887,Etta Jones Acc By Luther Henderson And His Orchestra,Overwork Blues,1947.0,Online,http://www.jazz-on-line.com/a/2016/CA499907.mp3,Blues,slow swing,"Yes! - I haven't heard this before, adding to my playlist...",1335,2887-Blues,2887-Blues.mp3,
2325,Dizzy Gillespie Orchestra,Manteca,1947.0,Online,http://www.jazz-on-line.com/a/_inc/TS491087.mp3,None,latin,,414,2325-None,2325-None.mp3,
2376,Rudy Vallee And His Connecticut Yankees,On The Good Ship Lollipop,1935.0,Online,http://www.jazz-on-line.com/a/mp3y/1935_058.mp3,Lindy,not great,,183,2376-Lindy,2376-Lindy.mp3,
929,June Christy & Pete Rugolo,Softly As In A Morning Sunrise (Mono Version),1954.0,Online,http://www.jazz-on-line.com/a/mp3t/TS483770.mp3,None,pop,,390,0929-None,0929-None.mp3,
2943,Jim Reeves,Mexican Joe,1953.0,Online,http://www.jazz-on-line.com/a/mp3z/1953_262.mp3,None,country,,2433,2943-None,2943-None.mp3,
2409,Chick Bullock,(The One I Love) Just Can't Be Bothered With Me,1930.0,Online,http://www.jazz-on-line.com/a/mp3r/RiBan0675.mp3,None,,,1986,2409-None,2409-None.mp3,
2523,Tony Martin,Tonight We Love,1941.0,Online,http://www.jazz-on-line.com/a/mp3y/1941_040.mp3,None,,,2604,2523-None,2523-None.mp3,
2627,Duke Ellington And His Orchestra,Across The Track Blues,1940.0,Online,http://www.jazz-on-line.com/a/mp5c/VIC053579.mp3,Lindy,slow swing,,1094,2627-Lindy,2627-Lindy.mp3,
1854,Billy Eckstine,"I Surrender, Dear",1948.0,Online,http://www.jazz-on-line.com/a/mp5c/NATNSC404.mp3,None,singing,,1102,1854-None,1854-None.mp3,
2588,Charleston Chasers,Ain't Misbehavin',1929.0,Online,http://www.jazz-on-line.com/a/2b17/HA509457.mp3,Lindy,,,1313,2588-Lindy,2588-Lindy.mp3,
2224,Bob Sharples,Sadie's Shawl,1956.0,Online,http://www.jazz-on-line.com/a/mp3z/1956_290.mp3,None,latin,,1023,2224-None,2224-None.mp3,
2417,Edmundo Ros And His Orchestra,The Wedding Samba,1950.0,Online,http://www.jazz-on-line.com/a/mp3z/1950_169.mp3,None,latin,,830,2417-None,2417-None.mp3,
2039,Earl Hines,A Monday Date,1928.0,Online,http://www.jazz-on-line.com/a/mp3a/OKE402211-A.mp3,Balboa,,,197,2039-Balboa,2039-Balboa.mp3,
2127,Eddy Howard And His Orchestra,The Girl That I Marry,1946.0,Online,http://www.jazz-on-line.com/a/mp4c/MAJCT919-5.mp3,None,other,,316,2127-None,2127-None.mp3,
2947,Henry Busse And His Orchestra (V-Dick Wharton),My Last Good-Bye,1939.0,Online,http://www.jazz-on-line.com/a/mp3y/1939_084.mp3,None,other,,1787,2947-None,2947-None.mp3,
2074,Six Jumping Jacks,There's A Trick In Pickin' A Chick Chick Chicken,1927.0,Online,http://www.jazz-on-line.com/a/mp3a/BRUE23517.mp3,Charleston,,,2272,2074-Charleston,2074-Charleston.mp3,
2223,Johnny Mercer & The Pied Pipers,Zip-A-Dee-Doo-Dah,1946.0,Online,http://www.jazz-on-line.com/a/mp3z/1947_089.mp3,None,musical,,1542,2223-None,2223-None.mp3,
2831,Charlie Barnet And His Orchestra,Smiles,1945.0,Online,http://www.jazz-on-line.com/a/mp3e/V-D342A2.mp3,Balboa,too fast,,2968,2831-Balboa,2831-Balboa.mp3,
371,Ella Fitzgerald & Louis Armstrong,Tenderly,1956.0,Online,http://www.jazz-on-line.com/a/mp3t/TS481127.mp3,None,too complex,,96,0371-None,,
2034,Hazel Scott (Piano),Blues In B Flat,1942.0,Online,http://www.jazz-on-line.com/a/mp5c/DEC70412.mp3,Blues,traditional,,185,2034-Blues,2034-Blues.mp3,
2897,Emil Seidel And His Orchestra,Together We Two,1927.0,Online,http://www.jazz-on-line.com/a/2b17/HA509195.mp3,Shag,,,643,2897-Shag,2897-Shag.mp3,
2073,Chet Baker Big Band,Tenderly,1956.0,Online,http://www.jazz-on-line.com/a/mp3t/TS485875.mp3,None,too complex,,2085,2073-None,2073-None.mp3,
2356,Carroll Gibbons And The Savoy Hotel Orpheans,All Of A Sudden,1932.0,Online,http://www.jazz-on-line.com/a/2b17/DV510494.mp3,Lindy,not great,,2739,2356-Lindy,2356-Lindy.mp3,
1922,Bob Crosby And His Orchestra,I Wanna Wrap You Up,1939.0,Online,http://www.jazz-on-line.com/a/mp3e/DEC66941.mp3,Lindy,,,2809,1922-Lindy,1922-Lindy.mp3,
2289,Stan Kenton And His Orchestra,Collaboration,1947.0,Online,http://www.jazz-on-line.com/a/2016/Cl501037.mp3,None,musical,,1818,2289-None,2289-None.mp3,
2232,Duke Ellington,Haupe,1959.0,Online,http://www.jazz-on-line.com/a/_inc/TS490478.mp3,Blues,slow swing,,1122,2232-Blues,2232-Blues.mp3,
2742,Clifford Brown Sextet,Wail Bait [Tk1),1953.0,Online,http://www.jazz-on-line.com/a/mp3t/TS481009.mp3,None,too complex,,1994,2742-None,2742-None.mp3,
1845,Jerry Vale,I Live Each Day,1954.0,Online,http://www.jazz-on-line.com/a/mp3z/1954_338.mp3,Blues,pop not great,,2681,1845-Blues,1845-Blues.mp3,
2241,Les Brown,Don't Worry 'bout Me,1939.0,Online,http://www.jazz-on-line.com/a/2c17/BB503309.mp3,None,too slow,,2592,2241-None,2241-None.mp3,
2923,Buster Bailey And His Seven Chocolate Dandies,Call Of The Delta,1934.0,Online,http://www.jazz-on-line.com/a/mp5c/COLB16445.mp3,Blues,slow swing,,358,2923-Blues,2923-Blues.mp3,
1984,Skeets Tolbert And His Orchestra,Ride On,1942.0,Online,http://www.jazz-on-line.com/a/mp3e/Dec70260-A.mp3,Blues,slow drag,,1051,1984-Blues,1984-Blues.mp3,
2830,Dinah Shore W Paul Weston,Dearly Beloved,1942.0,Online,http://www.jazz-on-line.com/a/mp3a/VIC072559.mp3,None,other,,679,2830-None,2830-None.mp3,
1951,Swing And Sway With Sammy Kaye,In Our Little Part Of Town,1939.0,Online,http://www.jazz-on-line.com/a/mp3y/1939_296.mp3,None,musical,,2661,1951-None,1951-None.mp3,
1322,Coleman Hawkins Quintet,Spellbound,1952.0,Online,http://www.jazz-on-line.com/a/mp5c/DEC82231.mp3,None,other,,72,1322-None,1322-None.mp3,
2412,Ozzie Nelson And His Orchestra,The Little Guppy,1941.0,Online,http://www.jazz-on-line.com/a/2c17/BB505603.mp3,Lindy,not great,,2572,2412-Lindy,2412-Lindy.mp3,
2640,Louis Armstrong And His Orchestra,I'll Walk Alone,1952.0,Online,http://www.jazz-on-line.com/a/mp3e/DEC82702.mp3,Lindy,,,2578,2640-Lindy,2640-Lindy.mp3,
662,The Three Suns,Sing Sing Sing,1946.0,Online,http://www.jazz-on-line.com/a/2c17/Ar504454.mp3,Balboa,Sound Quality,,1719,0662-Balboa,,
1119,Fess Williams And His Royal Flush Orchestra,Sell It,1929.0,Online,http://www.jazz-on-line.com/a/2c17/BB503176.mp3,Shag,,,256,1119-Shag,1119-Shag.mp3,
2951,Frankie Laine,You're All I Want For Chistmas,1949.0,Online,http://www.jazz-on-line.com/a/mp3z/1949_299.mp3,None,singing,,1987,2951-None,2951-None.mp3,
2402,Art Tatum,Lullaby Of The Leaves,1940.0,Online,http://www.jazz-on-line.com/a/2015/FL499162.mp3,Lindy,,,372,2402-Lindy,2402-Lindy.mp3,
2907,Anita O'day,Time After Time,1955.0,Online,http://www.jazz-on-line.com/a/mp3t/TS481775.mp3,None,other,,2949,2907-None,2907-None.mp3,
2237,Nat Shilkret And Victor Orchestra,"High, High, High Up In The Hills",1928.0,Online,http://www.jazz-on-line.com/a/2c17/BB506047.mp3,Shag,,,1293,2237-Shag,2237-Shag.mp3,
2530,Tony Parenti And His New Orleanians,Bugle Call Rag,1949.0,Online,http://www.jazz-on-line.com/a/_inc/SI495285.mp3,Balboa,,,263,2530-Balboa,2530-Balboa.mp3,
2595,Sy Oliver And His Orchestra,When My Sugar Walks Down The Street,1949.0,Online,http://www.jazz-on-line.com/a/mp3b/DEC74919.mp3,Lindy,,"Yes! - I haven't heard this before, adding to my playlist...",1282,2595-Lindy,2595-Lindy.mp3,
1970,Cal Tjader,Mi China,1959.0,Online,http://www.jazz-on-line.com/a/_inc/TS490653.mp3,None,latin,,1068,1970-None,1970-None.mp3,
2191,Erroll Garner Trio,Full Moon And Empty Arms,1946.0,Online,http://www.jazz-on-line.com/a/mp3d/MER332-1.mp3,None,too slow,,607,2191-None,2191-None.mp3,
2512,Jasper Taylor and His State Street Boys,Stomp Time Blues,1927.0,Online,http://www.jazz-on-line.com/a/2b17/HA508331.mp3,Shag,,,1051,2512-Shag,2512-Shag.mp3,
1996,Muggsy Spanier And His Ragtime Band,At The Jazz Band Ball,1944.0,Online,http://www.jazz-on-line.com/a/2c17/Ar503760.mp3,Lindy,quality,,2121,1996-Lindy,1996-Lindy.mp3,
2113,Tommy Dorsey And His Orchestra,An Old Curiosity Shop,1938.0,Online,http://www.jazz-on-line.com/a/mp5c/VIC030780.mp3,Lindy,,,2119,2113-Lindy,2113-Lindy.mp3,
2753,Sol Hoopi's Novelty Trio,Hano Hano Hawaii,1928.0,Online,http://www.jazz-on-line.com/a/2c17/BB503467.mp3,Lindy,,,1810,2753-Lindy,2753-Lindy.mp3,
1980,Glenn Miller And His Orchestra,Blue Orchids,1939.0,Online,http://www.jazz-on-line.com/a/mp3y/1939_017.mp3,None,singing,,592,1980-None,1980-None.mp3,
2913,Jimmie Lunceford And His Orchestra,The Love Nest,1938.0,Online,http://www.jazz-on-line.com/a/mp3d/Dec63134-A.mp3,None,singing,,2079,2913-None,2913-None.mp3,
2946,Erroll Garner Trio,Turquoise,1949.0,Online,http://www.jazz-on-line.com/a/mp5c/ATL241.mp3,None,too slow,,871,2946-None,2946-None.mp3,
2406,Lester Young,Almost Like Being In Love (#2),1956.0,Online,http://www.jazz-on-line.com/a/_inc/TS491533.mp3,Lindy,,,3009,2406-Lindy,2406-Lindy.mp3,
2187,Eddie Deas And His Boston Brownies,All I Care Bout Is You,1931.0,Online,http://www.jazz-on-line.com/a/mp3h/VIC70295-1.mp3,Lindy,,,611,2187-Lindy,2187-Lindy.mp3,
2238,Tommy Dorsey And His Orchestra,Santa Claus Is Coming To Town,1935.0,Online,http://www.jazz-on-line.com/a/mp5c/VIC95144.mp3,Balboa,christmas,,2806,2238-Balboa,2238-Balboa.mp3,
2208,Tommy Dorsey And His Orchestra,A New Moon And An Old Serenade,1939.0,Online,http://www.jazz-on-line.com/a/mp5c/VIC033730.mp3,None,not great,,2856,2208-None,2208-None.mp3,
